cluster,age,bmi,waistline,sbp,dbp,blds,tot_chole,hdl_chole,ldl_chole,triglyceride,sgot_ast,sgot_alt,gamma_gtp,smk_stat_type_cd_num,drk_yn_num,sex_num
0,-0.004571334736235713,-0.03939002879173476,-0.04277215499042419,-0.033411734960253174,-0.03305194462608853,-0.12217155304132085,-0.02090988725987034,0.025217318452798513,0.006309239206910864,-0.11157629925017562,-0.0687970441271506,-0.0922862233482536,-0.1339839889662652,-0.029063746851966513,-0.024074948630124774,0.039038712386285104
1,0.06696656402649173,0.2694517129359861,1.1981892523681343,0.9359339261515743,0.7117756417411141,2.0279261556744443,0.9388890762844373,0.31813246113795657,0.10207625807547786,3.008374856745206,3.8750789847688054,3.3350612837195435,4.953609710893631,0.3023473253854088,0.297984032137886,-0.3315502904075661
2,0.059718946422285445,0.5222976530173178,0.5444294104364681,0.4252854006577113,0.426075247980829,1.5900486162975949,0.2572962723281878,-0.3466785335453522,-0.08730099533232878,1.4231501703162999,0.8268343792919178,1.1558671597076713,1.6753228963395306,0.3827780594116583,0.31588187515539395,-0.5160215094202358
